,Diameter+,Diameter+ Count,CY5+,CY5+ Count,GFP+,GFP+ Count,Drop_Count,MedDropDiam,Area>2XMed
0,0.04084967320261438,25,0.05392156862745098,33,0.09803921568627451,60,612,105.20150119269417,0.01199515328757598
